sensor,date,hour,min5,speed,count,occup,direction,group
I-35 NB @ IA 210,12/31/16,3,7,64.895836,6,0.2857143,1,1t
I-35 NB @ IA 210,12/31/16,4,6,68.39844,16,1.1875,1,1t
I-35 NB @ IA 210,12/31/16,5,5,69.6875,20,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,6,4,73.97059,17,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,7,3,78.28125,32,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,8,2,79.4375,50,2.5,1,1t
I-35 NB @ IA 210,12/31/16,9,1,78.69231,65,2.2380953,1,1t
I-35 NB @ IA 210,12/31/16,9,10,81.78006,79,2.6666667,1,1t
I-35 NB @ IA 210,12/31/16,10,3,81.13567,82,3.0555556,1,1t
I-35 NB @ IA 210,12/31/16,11,2,80.416664,90,2.7727273,1,1t
I-35 NB @ IA 210,12/31/16,12,1,82.427635,95,2.9047618,1,1t
I-35 NB @ IA 210,12/31/16,12,10,83.61702,94,2.5833333,1,1t
I-35 NB @ IA 210,12/31/16,13,0,82.228615,76,2.173913,1,1t
I-35 NB @ IA 210,12/31/16,0,1,78.58173,26,1.0588236,1,1t
I-35 NB @ IA 210,12/31/16,1,0,70.78125,8,0.4,1,1t
I-35 NB @ IA 210,12/31/16,4,9,69.204544,11,0.75,1,1t
I-35 NB @ IA 210,12/31/16,5,8,77.734375,8,0.35714287,1,1t
I-35 NB @ IA 210,12/31/16,6,10,76.00961,26,1,1,1t
I-35 NB @ IA 210,12/31/16,6,7,76.875,19,0.8125,1,1t
I-35 NB @ IA 210,12/31/16,7,6,81.52344,32,1.1875,1,1t
I-35 NB @ IA 210,12/31/16,8,5,80.3375,50,1.9444444,1,1t
I-35 NB @ IA 210,12/31/16,9,4,81.97635,74,2.4545455,1,1t
I-35 NB @ IA 210,12/31/16,10,6,81.05718,94,2.8181818,1,1t
I-35 NB @ IA 210,12/31/16,11,5,83.03354,82,2.7,1,1t
I-35 NB @ IA 210,12/31/16,12,4,82.32895,95,2.6086957,1,1t
I-35 NB @ IA 210,12/31/16,13,3,82.179276,76,2.8235295,1,1t
I-35 NB @ IA 210,12/31/16,14,11,82.44079,95,3.142857,1,1t
I-35 NB @ IA 210,12/31/16,14,2,82.68486,71,2.1,1,1t
I-35 NB @ IA 210,12/31/16,15,1,84.26846,88,2.590909,1,1t
I-35 NB @ IA 210,12/31/16,16,0,81.79375,100,2.7916667,1,1t
I-35 NB @ IA 210,12/31/16,19,9,80.575,25,1.5555556,1,1t
I-35 NB @ IA 210,12/31/16,22,9,78.4046,38,1.1111112,1,1t
I-35 NB @ IA 210,12/31/16,23,8,79.411766,17,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,16,9,81.90512,83,2.4285715,1,1t
I-35 NB @ IA 210,12/31/16,17,11,81.06399,84,3,1,1t
I-35 NB @ IA 210,12/31/16,17,8,82.19093,91,2.95,1,1t
I-35 NB @ IA 210,12/31/16,11,9,81.5625,92,2.9047618,1,1t
I-35 NB @ IA 210,12/31/16,12,8,80.48508,134,3.875,1,1t
I-35 NB @ IA 210,12/31/16,13,10,82.916664,87,2.7142856,1,1t
I-35 NB @ IA 210,12/31/16,18,7,78.328125,80,2.6,1,1t
I-35 NB @ IA 210,12/31/16,19,6,83.885414,60,2,1,1t
I-35 NB @ IA 210,12/31/16,20,11,79.791664,54,1.7894737,1,1t
I-35 NB @ IA 210,12/31/16,23,5,85.255684,22,0.5625,1,1t
I-35 NB @ IA 210,12/31/16,23,4,83.57143,21,0.6,1,1t
I-35 NB @ IA 210,12/31/16,22,5,82.1875,30,0.8235294,1,1t
I-35 NB @ IA 210,12/31/16,21,6,84.47704,49,1.5555556,1,1t
I-35 NB @ IA 210,12/31/16,20,7,82.4375,40,1.4117647,1,1t
I-35 NB @ IA 210,12/31/16,20,10,81.6276,48,1.5263158,1,1t
I-35 NB @ IA 210,12/31/16,19,5,82.57675,57,1.8095238,1,1t
I-35 NB @ IA 210,12/31/16,18,6,81.49039,78,2.5238094,1,1t
I-35 NB @ IA 210,12/31/16,17,7,80.08064,93,2.9047618,1,1t
I-35 NB @ IA 210,12/31/16,17,10,81.57571,71,2,1,1t
I-35 NB @ IA 210,12/31/16,16,8,80.28333,75,2.35,1,1t
I-35 NB @ IA 210,12/31/16,15,9,81.71371,93,3.1,1,1t
I-35 NB @ IA 210,12/31/16,12,0,83.416664,90,3,1,1t
I-35 NB @ IA 210,12/31/16,11,1,81.85185,81,2.5714285,1,1t
I-35 NB @ IA 210,12/31/16,10,2,81.852135,82,2.590909,1,1t
I-35 NB @ IA 210,12/31/16,10,11,80.75431,87,2.7727273,1,1t
I-35 NB @ IA 210,12/31/16,9,0,74.97768,56,2.5,1,1t
I-35 NB @ IA 210,12/31/16,8,1,79.6875,32,1.25,1,1t
I-35 NB @ IA 210,12/31/16,7,2,79.609375,32,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,7,11,79.273254,43,2,1,1t
I-35 NB @ IA 210,12/31/16,6,3,68.92857,14,0.625,1,1t
I-35 NB @ IA 210,12/31/16,5,4,74.041664,15,0.8666667,1,1t
I-35 NB @ IA 210,12/31/16,4,5,70.71429,14,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,3,6,65.416664,6,0.53333336,1,1t
I-35 NB @ IA 210,12/31/16,2,7,70.164474,19,0.88235295,1,1t
I-35 NB @ IA 210,12/31/16,2,10,74.24107,14,1.0666667,1,1t
I-35 NB @ IA 210,12/31/16,1,8,75,16,0.8,1,1t
I-35 NB @ IA 210,12/31/16,0,9,78.35227,11,0.6,1,1t
I-35 NB @ IA 210,12/31/16,22,6,83.89423,26,0.8125,1,1t
I-35 NB @ IA 210,12/31/16,23,0,78.15,25,0.8235294,1,1t
I-35 NB @ IA 210,12/31/16,22,1,79.59135,26,1.0666667,1,1t
I-35 NB @ IA 210,12/31/16,21,2,81.53409,44,1.3157895,1,1t
I-35 NB @ IA 210,12/31/16,21,11,82.34375,32,1,1,1t
I-35 NB @ IA 210,12/31/16,20,3,83.46284,37,1.375,1,1t
I-35 NB @ IA 210,12/31/16,19,1,80.9161,73,2.4285715,1,1t
I-35 NB @ IA 210,12/31/16,18,2,82.661514,89,2.28,1,1t
I-35 NB @ IA 210,12/31/16,23,6,83.90625,28,0.875,1,1t
I-35 NB @ IA 210,12/31/16,22,7,82.298386,31,1.25,1,1t
I-35 NB @ IA 210,12/31/16,18,11,77.29492,64,2.047619,1,1t
I-35 NB @ IA 210,12/31/16,17,3,83.514786,93,2.952381,1,1t
I-35 NB @ IA 210,12/31/16,16,4,83.41626,103,3.0833333,1,1t
I-35 NB @ IA 210,12/31/16,15,5,78.77206,85,2.9047618,1,1t
I-35 NB @ IA 210,12/31/16,14,6,86.518814,93,2.409091,1,1t
I-35 NB @ IA 210,12/31/16,13,7,81.83468,93,2.7391305,1,1t
I-35 NB @ IA 210,12/31/16,23,7,82.32143,21,0.6,1,1t
I-35 NB @ IA 210,12/31/16,22,8,78.354164,30,1,1,1t
I-35 NB @ IA 210,12/31/16,22,10,81.74107,28,1.2,1,1t
I-35 NB @ IA 210,12/31/16,21,8,82.88461,39,1.2,1,1t
I-35 NB @ IA 210,12/31/16,20,9,82.03804,46,1.6666666,1,1t
I-35 NB @ IA 210,12/31/16,19,7,81.23397,39,2.4444444,1,1t
I-35 NB @ IA 210,12/31/16,19,10,81.34091,55,1.6818181,1,1t
I-35 NB @ IA 210,12/31/16,18,8,80.302734,64,2,1,1t
I-35 NB @ IA 210,12/31/16,17,9,81.28634,86,2.5652175,1,1t
I-35 NB @ IA 210,12/31/16,14,0,81.86012,84,2.7894738,1,1t
I-35 NB @ IA 210,12/31/16,13,1,80.89923,98,3.090909,1,1t
I-35 NB @ IA 210,12/31/16,12,2,81.30051,99,2.909091,1,1t
I-35 NB @ IA 210,12/31/16,12,11,82.23315,89,2.5714285,1,1t
I-35 NB @ IA 210,12/31/16,11,3,83.82888,103,3.1904762,1,1t
I-35 NB @ IA 210,12/31/16,22,11,79.71154,26,0.9411765,1,1t
I-35 NB @ IA 210,12/31/16,21,9,82.15909,33,1.0625,1,1t
I-35 NB @ IA 210,12/31/16,19,8,81.02273,22,2,1,1t
I-35 NB @ IA 210,12/31/16,19,11,82.9875,50,1.5555556,1,1t
I-35 NB @ IA 210,12/31/16,18,9,82.96875,76,2.45,1,1t
I-35 NB @ IA 210,12/31/16,15,0,82.45029,88,2.6190476,1,1t
I-35 NB @ IA 210,12/31/16,14,10,84.80053,94,2.7142856,1,1t
I-35 NB @ IA 210,12/31/16,14,1,80.162605,123,3.48,1,1t
I-35 NB @ IA 210,12/31/16,13,2,83.02226,73,1.9130435,1,1t
I-35 NB @ IA 210,12/31/16,12,3,81.73886,101,3,1,1t
I-35 NB @ IA 210,12/31/16,11,4,82.239586,108,3.590909,1,1t
I-35 NB @ IA 210,12/31/16,10,5,81.706985,93,3.3333333,1,1t
I-35 NB @ IA 210,12/31/16,9,3,81.617645,68,2.2272727,1,1t
I-35 NB @ IA 210,12/31/16,8,4,80.80966,44,1.4444444,1,1t
I-35 NB @ IA 210,12/31/16,7,5,81.80289,26,0.9375,1,1t
I-35 NB @ IA 210,12/31/16,6,6,77.16912,17,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,5,7,75.625,12,0.33333334,1,1t
I-35 NB @ IA 210,12/31/16,4,8,63.88889,9,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,23,2,79.758064,31,0.9375,1,1t
I-35 NB @ IA 210,12/31/16,10,4,81.78686,78,2.2083333,1,1t
I-35 NB @ IA 210,12/31/16,9,2,81.83654,65,2.5,1,1t
I-35 NB @ IA 210,12/31/16,9,11,81.13782,78,2.5454545,1,1t
I-35 NB @ IA 210,12/31/16,8,3,79.33594,48,1.7894737,1,1t
I-35 NB @ IA 210,12/31/16,7,4,79.91936,31,1.1333333,1,1t
I-35 NB @ IA 210,12/31/16,6,5,77.8629,31,1.0625,1,1t
I-35 NB @ IA 210,12/31/16,5,6,70.44118,17,0.8,1,1t
I-35 NB @ IA 210,12/31/16,4,7,62.96875,4,0.2,1,1t
I-35 NB @ IA 210,12/31/16,23,11,80.51136,11,0.33333334,1,1t
I-35 NB @ IA 210,12/31/16,22,3,80.685486,31,1.125,1,1t
I-35 NB @ IA 210,12/31/16,21,4,80.104164,36,1.4375,1,1t
I-35 NB @ IA 210,12/31/16,20,5,85.18293,41,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,19,3,80.25391,64,2.15,1,1t
I-35 NB @ IA 210,12/31/16,18,4,82.72321,84,2.4761906,1,1t
I-35 NB @ IA 210,12/31/16,17,5,83.04005,103,2.9565217,1,1t
I-35 NB @ IA 210,12/31/16,16,6,85.21658,101,2.4583333,1,1t
I-35 NB @ IA 210,12/31/16,15,7,82.17474,98,2.8695652,1,1t
I-35 NB @ IA 210,12/31/16,15,10,84.38281,80,2.7368422,1,1t
I-35 NB @ IA 210,12/31/16,14,8,81.49858,88,2.5416667,1,1t
I-35 NB @ IA 210,12/31/16,13,9,84.76649,91,2.5217392,1,1t
I-35 NB @ IA 210,12/31/16,4,11,63.645832,12,1,1,1t
I-35 NB @ IA 210,12/31/16,3,9,72.15278,9,0.4,1,1t
I-35 NB @ IA 210,12/31/16,21,7,80.44118,34,1.2222222,1,1t
I-35 NB @ IA 210,12/31/16,3,8,69.204544,11,1.0666667,1,1t
I-35 NB @ IA 210,12/31/16,2,9,75.90278,9,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,0,0,81.71875,16,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,23,10,84.64286,21,0.8,1,1t
I-35 NB @ IA 210,12/31/16,23,1,80.57692,26,0.8235294,1,1t
I-35 NB @ IA 210,12/31/16,22,2,77.75862,29,0.9411765,1,1t
I-35 NB @ IA 210,12/31/16,21,3,83.4375,42,1.15,1,1t
I-35 NB @ IA 210,12/31/16,20,4,85.213066,44,1.2777778,1,1t
I-35 NB @ IA 210,12/31/16,10,0,81.13764,89,3.1,1,1t
I-35 NB @ IA 210,12/31/16,7,0,77.14286,28,1.117647,1,1t
I-35 NB @ IA 210,12/31/16,6,1,76.65441,17,0.8125,1,1t
I-35 NB @ IA 210,12/31/16,5,2,72.604164,12,0.8666667,1,1t
I-35 NB @ IA 210,12/31/16,5,11,72.6875,10,0.26666668,1,1t
I-35 NB @ IA 210,12/31/16,4,3,70.703125,8,0.6,1,1t
I-35 NB @ IA 210,12/31/16,3,4,69.0625,4,0.2,1,1t
I-35 NB @ IA 210,12/31/16,2,5,70.34722,9,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,1,6,74.56731,13,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,0,7,74.791664,21,1,1,1t
I-35 NB @ IA 210,12/31/16,0,10,78.89881,21,0.875,1,1t
I-35 NB @ IA 210,12/31/16,19,2,80.65476,63,2.0526316,1,1t
I-35 NB @ IA 210,12/31/16,18,3,79.646385,76,2.5263157,1,1t
I-35 NB @ IA 210,12/31/16,17,4,83.01658,98,2.5,1,1t
I-35 NB @ IA 210,12/31/16,16,5,84.06863,102,3.25,1,1t
I-35 NB @ IA 210,12/31/16,15,6,82.699745,97,3.090909,1,1t
I-35 NB @ IA 210,12/31/16,14,7,83.964645,99,3.4761906,1,1t
I-35 NB @ IA 210,12/31/16,13,8,81.77442,87,2.409091,1,1t
I-35 NB @ IA 210,12/31/16,13,11,83.71489,89,2.75,1,1t
I-35 NB @ IA 210,12/31/16,12,9,82.95652,115,3.0833333,1,1t
I-35 NB @ IA 210,12/31/16,9,9,81.86029,85,2.5416667,1,1t
I-35 NB @ IA 210,12/31/16,6,0,78.583336,15,0.6,1,1t
I-35 NB @ IA 210,12/31/16,5,10,74.91071,7,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,5,1,73.203125,8,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,4,2,66.5625,12,0.53333336,1,1t
I-35 NB @ IA 210,12/31/16,3,3,67.15909,11,0.8125,1,1t
I-35 NB @ IA 210,12/31/16,2,4,72.5,8,0.53333336,1,1t
I-35 NB @ IA 210,12/31/16,1,5,72.38636,11,0.33333334,1,1t
I-35 NB @ IA 210,12/31/16,0,6,75.208336,21,0.9375,1,1t
I-35 NB @ IA 210,12/31/16,20,8,81.60904,47,1.3684211,1,1t
I-35 NB @ IA 210,12/31/16,23,3,81.375,20,0.5625,1,1t
I-35 NB @ IA 210,12/31/16,22,4,82.53125,20,0.6875,1,1t
I-35 NB @ IA 210,12/31/16,21,5,80.895836,30,1,1,1t
I-35 NB @ IA 210,12/31/16,20,6,79.40407,43,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,19,4,82.94181,58,1.7368422,1,1t
I-35 NB @ IA 210,12/31/16,18,5,83.333336,78,2.142857,1,1t
I-35 NB @ IA 210,12/31/16,17,6,83.33105,91,2.9047618,1,1t
I-35 NB @ IA 210,12/31/16,16,7,82.19066,99,2.52,1,1t
I-35 NB @ IA 210,12/31/16,15,8,81.01729,94,2.8181818,1,1t
I-35 NB @ IA 210,12/31/16,15,11,82.443184,88,2.8421052,1,1t
I-35 NB @ IA 210,12/31/16,14,9,83.89819,97,3.25,1,1t
I-35 NB @ IA 210,12/31/16,11,0,80.15086,87,3.15,1,1t
I-35 NB @ IA 210,12/31/16,10,10,84.03761,113,3.7142856,1,1t
I-35 NB @ IA 210,12/31/16,10,1,82.78783,76,2.2380953,1,1t
I-35 NB @ IA 210,12/31/16,8,0,76.145836,36,1.4210526,1,1t
I-35 NB @ IA 210,12/31/16,7,10,79.007355,34,1.05,1,1t
I-35 NB @ IA 210,12/31/16,7,1,76.68104,29,1.4375,1,1t
I-35 NB @ IA 210,12/31/16,6,2,77.78125,20,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,5,3,68.8125,10,0.6666667,1,1t
I-35 NB @ IA 210,12/31/16,4,4,70.8125,10,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,3,5,71.041664,12,0.8666667,1,1t
I-35 NB @ IA 210,12/31/16,2,6,64.007355,17,1.3529412,1,1t
I-35 NB @ IA 210,12/31/16,1,7,73.63281,16,0.73333335,1,1t
I-35 NB @ IA 210,12/31/16,0,8,71.838234,17,0.8,1,1t
I-35 NB @ IA 210,12/31/16,0,11,77.13816,19,1.0666667,1,1t
I-35 NB @ IA 210,12/31/16,4,10,70.3125,8,0.46666667,1,1t
I-35 NB @ IA 210,12/31/16,0,5,77.23558,26,1,1,1t
I-35 NB @ IA 210,12/31/16,1,4,69.236115,9,0.6,1,1t
I-35 NB @ IA 210,12/31/16,2,3,76.32353,17,0.9375,1,1t
I-35 NB @ IA 210,12/31/16,3,11,73.177086,12,0.6,1,1t
I-35 NB @ IA 210,12/31/16,3,2,68.86364,11,0.6875,1,1t
I-35 NB @ IA 210,12/31/16,4,1,69.53125,4,0.33333334,1,1t
I-35 NB @ IA 210,12/31/16,5,0,63.863636,11,0.4375,1,1t
I-35 NB @ IA 210,12/31/16,8,9,77.20149,67,2.3333333,1,1t
I-35 NB @ IA 210,12/31/16,9,8,80.64967,76,2.5217392,1,1t
I-35 NB @ IA 210,12/31/16,1,9,76.015625,8,0.53333336,1,1t
I-35 NB @ IA 210,12/31/16,2,11,68.3125,10,1,1,1t
I-35 NB @ IA 210,12/31/16,2,8,73.802086,12,0.73333335,1,1t
I-35 NB @ MP 105.7,12/31/16,13,4,77.460526,95,2.5,1,1t
I-35 NB @ MP 105.7,12/31/16,11,6,79.75658,95,2.36,1,1t
I-35 NB @ MP 105.7,12/31/16,10,7,78.64679,109,3,1,1t
I-35 NB @ MP 105.7,12/31/16,9,5,82.90179,70,1.9523809,1,1t
I-35 NB @ MP 105.7,12/31/16,8,6,80.556816,55,1.8,1,1t
I-35 NB @ MP 105.7,12/31/16,7,7,77.83203,32,1.0588236,1,1t
I-35 NB @ MP 105.7,12/31/16,6,8,78.28125,20,0.6,1,1t
I-35 NB @ MP 105.7,12/31/16,5,9,77.673615,18,0.78571427,1,1t
I-35 NB @ MP 105.7,12/31/16,4,11,73.828125,8,0.6666667,1,1t
I-35 NB @ MP 105.7,12/31/16,2,0,71.666664,12,0.6666667,1,1t
I-35 NB @ MP 105.7,12/31/16,1,1,75.72115,13,0.6,1,1t
I-35 NB @ MP 105.7,12/31/16,0,2,76.94444,27,1,1,1t
I-35 NB @ MP 105.7,12/31/16,19,7,82.79605,38,1.5384616,1,1t
I-35 NB @ MP 105.7,12/31/16,18,8,81.20427,82,2.25,1,1t
I-35 NB @ MP 105.7,12/31/16,17,9,80.486115,90,2.4545455,1,1t
I-35 NB @ MP 105.7,12/31/16,17,10,83.97849,93,2.3636363,1,1t
I-35 NB @ MP 105.7,12/31/16,14,0,83.84191,102,2.4,1,1t
I-35 NB @ MP 105.7,12/31/16,13,1,79.03302,106,2.5769231,1,1t
I-35 NB @ MP 105.7,12/31/16,12,2,82.0727,98,2.08,1,1t
I-35 NB @ MP 105.7,12/31/16,11,3,79.49495,99,2.4615386,1,1t
I-35 NB @ MP 105.7,12/31/16,10,4,80.50676,74,1.9130435,1,1t
I-35 NB @ MP 105.7,12/31/16,10,11,80.25944,106,2.4074075,1,1t
I-35 NB @ MP 105.7,12/31/16,9,2,77.60714,70,2.3,1,1t
I-35 NB @ MP 105.7,12/31/16,8,3,78.45982,56,2.1111112,1,1t
I-35 NB @ MP 105.7,12/31/16,6,7,70.90909,22,1,1,1t
I-35 NB @ MP 105.7,12/31/16,5,8,75.69444,9,0.21428572,1,1t
I-35 NB @ MP 105.7,12/31/16,4,9,60.520832,6,0.33333334,1,1t
I-35 NB @ MP 105.7,12/31/16,4,10,68.416664,15,0.8125,1,1t
I-35 NB @ MP 105.7,12/31/16,1,0,74.71591,11,0.33333334,1,1t
I-35 NB @ MP 105.7,12/31/16,0,1,76.57738,21,0.8,1,1t
I-35 NB @ MP 105.7,12/31/16,7,4,80.11364,33,1.1875,1,1t
I-35 NB @ MP 105.7,12/31/16,7,11,82.844826,29,1.0555556,1,1t
I-35 NB @ MP 105.7,12/31/16,0,3,72.979164,30,1.3125,1,1t
I-35 NB @ MP 105.7,12/31/16,1,2,75.3125,10,0.46666667,1,1t
I-35 NB @ MP 105.7,12/31/16,2,1,71.74107,14,0.6,1,1t
I-35 NB @ MP 105.7,12/31/16,3,0,65.833336,3,0.5,1,1t
I-35 NB @ MP 105.7,12/31/16,6,10,77.421875,32,1.5882353,1,1t
I-35 NB @ MP 105.7,12/31/16,6,9,82.65625,32,0.9375,1,1t
I-35 NB @ MP 105.7,12/31/16,7,8,81.51786,28,0.7222222,1,1t
I-35 NB @ MP 105.7,12/31/16,8,7,83.13447,66,2.1578948,1,1t
I-35 NB @ MP 105.7,12/31/16,9,6,79.84738,86,2.3913043,1,1t
I-35 NB @ MP 105.7,12/31/16,10,8,80.74835,76,2.1304348,1,1t
I-35 NB @ MP 105.7,12/31/16,11,7,82.38582,104,3.3809524,1,1t
I-35 NB @ MP 105.7,12/31/16,12,6,78.86574,108,2.7826087,1,1t
I-35 NB @ MP 105.7,12/31/16,13,5,77.73783,113,2.76,1,1t
I-35 NB @ MP 105.7,12/31/16,14,11,82.20588,102,2.2307692,1,1t
I-35 NB @ MP 105.7,12/31/16,14,4,80.97222,99,2.5217392,1,1t
I-35 NB @ MP 105.7,12/31/16,15,3,80.54209,98,2.590909,1,1t
I-35 NB @ MP 105.7,12/31/16,16,2,80.43011,93,2.0370371,1,1t
I-35 NB @ MP 105.7,12/31/16,17,1,77.89512,87,2.8333333,1,1t
I-35 NB @ MP 105.7,12/31/16,18,0,79.78093,97,3.047619,1,1t
I-35 NB @ MP 105.7,12/31/16,20,1,76.51596,47,1.4705882,1,1t
I-35 NB @ MP 105.7,12/31/16,21,0,80.80729,48,1.5,1,1t
I-35 NB @ MP 105.7,12/31/16,23,5,82.87037,27,0.7058824,1,1t
I-35 NB @ MP 105.7,12/31/16,22,6,86.48148,27,0.625,1,1t
I-35 NB @ MP 105.7,12/31/16,21,7,82.83654,39,1.0526316,1,1t
I-35 NB @ MP 105.7,12/31/16,20,8,82.77778,45,1.1666666,1,1t
I-35 NB @ MP 105.7,12/31/16,19,6,77.89522,68,2.1,1,1t
I-35 NB @ MP 105.7,12/31/16,18,7,81.3924,79,2.2857144,1,1t
I-35 NB @ MP 105.7,12/31/16,17,8,82.86962,93,3,1,1t
I-35 NB @ MP 105.7,12/31/16,16,9,83.650795,63,2.1111112,1,1t
I-35 NB @ MP 105.7,12/31/16,15,11,81.57609,92,2.5454545,1,1t
I-35 NB @ MP 105.7,12/31/16,13,0,82.65804,87,2.090909,1,1t
I-35 NB @ MP 105.7,12/31/16,12,1,83.333336,93,2.4782608,1,1t
I-35 NB @ MP 105.7,12/31/16,11,2,80.047554,92,2.5416667,1,1t
I-35 NB @ MP 105.7,12/31/16,10,3,78.25301,83,2.0833333,1,1t
I-35 NB @ MP 105.7,12/31/16,10,10,78.713234,119,3.125,1,1t
I-35 NB @ MP 105.7,12/31/16,9,1,77.141396,61,2.1,1,1t
I-35 NB @ MP 105.7,12/31/16,8,2,80.880684,44,1.6875,1,1t
I-35 NB @ MP 105.7,12/31/16,7,3,78.16532,31,1.1111112,1,1t
I-35 NB @ MP 105.7,12/31/16,7,10,80.78125,40,1.15,1,1t
I-35 NB @ MP 105.7,12/31/16,6,4,73.713234,17,0.73333335,1,1t
I-35 NB @ MP 105.7,12/31/16,5,5,68.03571,14,0.6875,1,1t
I-35 NB @ MP 105.7,12/31/16,4,6,69.13461,13,0.6,1,1t
I-35 NB @ MP 105.7,12/31/16,3,7,67.96875,8,0.35714287,1,1t
I-35 NB @ MP 105.7,12/31/16,2,8,66.815475,21,1.2,1,1t
I-35 NB @ MP 105.7,12/31/16,1,9,73.041664,15,0.75,1,1t
I-35 NB @ MP 105.7,12/31/16,0,11,73.0625,20,1,1,1t
I-35 NB @ MP 105.7,12/31/16,23,4,81.354164,18,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,23,11,75.5921,19,0.5625,1,1t
I-35 NB @ MP 105.7,12/31/16,22,5,79.30556,27,0.6875,1,1t
I-35 NB @ MP 105.7,12/31/16,21,6,81.22093,43,1.2777778,1,1t
I-35 NB @ MP 105.7,12/31/16,2,10,71.306816,11,0.46666667,1,1t
I-35 NB @ MP 105.7,12/31/16,2,9,67.32143,7,0.3125,1,1t
I-35 NB @ MP 105.7,12/31/16,3,8,70.06944,9,0.6666667,1,1t
I-35 NB @ MP 105.7,12/31/16,4,7,65.25,10,0.73333335,1,1t
I-35 NB @ MP 105.7,12/31/16,23,7,79.166664,27,0.8666667,1,1t
I-35 NB @ MP 105.7,12/31/16,22,8,78.22266,32,1.1764706,1,1t
I-35 NB @ MP 105.7,12/31/16,21,9,84.375,36,1.0625,1,1t
I-35 NB @ MP 105.7,12/31/16,20,11,77.908165,49,1.5,1,1t
I-35 NB @ MP 105.7,12/31/16,19,8,82.45192,13,1.6,1,1t
I-35 NB @ MP 105.7,12/31/16,18,9,82.395836,72,1.7619047,1,1t
I-35 NB @ MP 105.7,12/31/16,17,11,83.38333,75,2.25,1,1t
I-35 NB @ MP 105.7,12/31/16,23,6,83.00595,21,0.5,1,1t
I-35 NB @ MP 105.7,12/31/16,15,0,84.30485,98,2.375,1,1t
I-35 NB @ MP 105.7,12/31/16,14,1,83.31782,94,2.3181818,1,1t
I-35 NB @ MP 105.7,12/31/16,13,2,80.63291,79,1.9583334,1,1t
I-35 NB @ MP 105.7,12/31/16,12,3,78.10662,102,2.625,1,1t
I-35 NB @ MP 105.7,12/31/16,12,10,82.1875,114,2.826087,1,1t
I-35 NB @ MP 105.7,12/31/16,11,4,79.5063,119,3,1,1t
I-35 NB @ MP 105.7,12/31/16,10,5,78.93939,99,2.5217392,1,1t
I-35 NB @ MP 105.7,12/31/16,9,3,79.29116,82,2.4285715,1,1t
I-35 NB @ MP 105.7,12/31/16,9,10,79.96528,90,2.7727273,1,1t
I-35 NB @ MP 105.7,12/31/16,8,4,76.10677,48,1.5882353,1,1t
I-35 NB @ MP 105.7,12/31/16,7,5,80.17578,32,1.1875,1,1t
I-35 NB @ MP 105.7,12/31/16,5,6,66.875,22,1.2222222,1,1t
I-35 NB @ MP 105.7,12/31/16,6,5,76.65,25,0.8,1,1t
I-35 NB @ MP 105.7,12/31/16,4,8,57.734375,8,0.46666667,1,1t
I-35 NB @ MP 105.7,12/31/16,3,9,67.06731,13,0.8,1,1t
I-35 NB @ MP 105.7,12/31/16,2,11,68.34821,14,1,1,1t
I-35 NB @ MP 105.7,12/31/16,0,0,70.88816,19,0.5625,1,1t
I-35 NB @ MP 105.7,12/31/16,12,5,81.55025,102,2.5217392,1,1t
I-35 NB @ MP 105.7,12/31/16,5,7,67.583336,15,0.53333336,1,1t
I-35 NB @ MP 105.7,12/31/16,6,6,75.9,25,0.875,1,1t
I-35 NB @ MP 105.7,12/31/16,20,7,83.30882,34,1.117647,1,1t
I-35 NB @ MP 105.7,12/31/16,19,5,80.554245,53,1.4736842,1,1t
I-35 NB @ MP 105.7,12/31/16,18,6,80.29762,84,1.8076923,1,1t
I-35 NB @ MP 105.7,12/31/16,17,7,80.9466,103,2.5416667,1,1t
I-35 NB @ MP 105.7,12/31/16,16,8,82.14844,96,3,1,1t
I-35 NB @ MP 105.7,12/31/16,15,9,80.6586,93,2.2608695,1,1t
I-35 NB @ MP 105.7,12/31/16,15,10,80.86648,88,2.1666667,1,1t
I-35 NB @ MP 105.7,12/31/16,12,0,82.01172,96,2.5652175,1,1t
I-35 NB @ MP 105.7,12/31/16,11,1,78.965775,84,2.7142856,1,1t
I-35 NB @ MP 105.7,12/31/16,10,2,82.013084,86,2.5238094,1,1t
