sensor,date,hour,min5,speed,count,occup,direction,group
I-35 NB @ US 30 South,12/31/16,9,7,69.60526,57,1.6842105,1,1t
I-35 NB @ US 30 South,12/31/16,9,7,69.60526,57,1.6842105,1,1t
I-35 NB @ US 30 South,12/31/16,10,9,68.59068,51,1.4375,1,1t
I-35 NB @ US 30 South,12/31/16,10,9,68.59068,51,1.4375,1,1t
I-35 NB @ US 30 South,12/31/16,11,8,70.63301,78,2.631579,1,1t
I-35 NB @ US 30 South,12/31/16,11,8,70.63301,78,2.631579,1,1t
I-35 NB @ US 30 South,12/31/16,12,7,70.92308,65,1.7368422,1,1t
I-35 NB @ US 30 South,12/31/16,12,7,70.92308,65,1.7368422,1,1t
I-35 NB @ US 30 South,12/31/16,13,11,73.21303,71,1.7058823,1,1t
I-35 NB @ US 30 South,12/31/16,13,6,69.838234,85,2.4444444,1,1t
I-35 NB @ US 30 South,12/31/16,14,5,69.76351,74,2,1,1t
I-35 NB @ US 30 South,12/31/16,15,4,69.93566,68,1.9411764,1,1t
I-35 NB @ US 30 South,12/31/16,16,3,72.578125,72,2,1,1t
I-35 NB @ US 30 South,12/31/16,17,2,66.322914,60,1.8235294,1,1t
I-35 NB @ US 30 South,12/31/16,18,1,65.28169,71,2.2941177,1,1t
I-35 NB @ US 30 South,12/31/16,19,0,68.5,40,1.125,1,1t
I-35 NB @ US 30 South,12/31/16,20,2,65.24671,38,1.1764706,1,1t
I-35 NB @ US 30 South,12/31/16,21,1,67.19697,33,0.9375,1,1t
I-35 NB @ US 30 South,12/31/16,20,9,66.770836,30,0.9230769,1,1t
I-35 NB @ US 30 South,12/31/16,19,7,70.15625,24,1.3333334,1,1t
I-35 NB @ US 30 South,12/31/16,18,8,68.828125,56,1.4444444,1,1t
I-35 NB @ US 30 South,12/31/16,17,9,66.079544,66,1.8095238,1,1t
I-35 NB @ US 30 South,12/31/16,14,11,71.94711,78,1.9090909,1,1t
I-35 NB @ US 30 South,12/31/16,14,0,72.445656,69,2.0555556,1,1t
I-35 NB @ US 30 South,12/31/16,13,1,74.42888,58,1.4,1,1t
I-35 NB @ US 30 South,12/31/16,12,2,69.973595,71,2,1,1t
I-35 NB @ US 30 South,12/31/16,11,3,70.44643,77,1.95,1,1t
I-35 NB @ US 30 South,12/31/16,10,4,70.719696,66,1.6111112,1,1t
I-35 NB @ US 30 South,12/31/16,9,2,68.495766,59,1.8947369,1,1t
I-35 NB @ US 30 South,12/31/16,12,0,69.193184,55,1.6111112,1,1t
I-35 NB @ US 30 South,12/31/16,11,1,70.81439,66,2,1,1t
I-35 NB @ US 30 South,12/31/16,23,11,69.55357,7,0.06666667,1,1t
I-35 NB @ US 30 South,12/31/16,23,0,68.23864,22,0.6,1,1t
I-35 NB @ US 30 South,12/31/16,22,0,65.6579,19,0.5714286,1,1t
I-35 NB @ US 30 South,12/31/16,21,2,67.076614,31,1.2666667,1,1t
I-35 NB @ US 30 South,12/31/16,23,10,62.664474,19,0.4,1,1t
I-35 NB @ US 30 South,12/31/16,1,9,64.140625,16,0.8125,1,1t
I-35 NB @ US 30 South,12/31/16,2,8,59.72222,18,1.2,1,1t
I-35 NB @ US 30 South,12/31/16,3,7,52.1875,8,0.5714286,1,1t
I-35 NB @ US 30 South,12/31/16,4,11,58.541668,9,0.4,1,1t
I-35 NB @ US 30 South,12/31/16,4,6,66.02273,11,0.6,1,1t
I-35 NB @ US 30 South,12/31/16,5,5,56.40625,8,0.4,1,1t
I-35 NB @ US 30 South,12/31/16,6,4,68.065475,21,1.2,1,1t
I-35 NB @ US 30 South,12/31/16,7,3,65.8,25,0.73333335,1,1t
I-35 NB @ US 30 South,12/31/16,8,2,66.25,29,1.0625,1,1t
I-35 NB @ US 30 South,12/31/16,9,1,68.41756,47,1.7647059,1,1t
I-35 NB @ US 30 South,12/31/16,10,3,71.16071,63,1.6190476,1,1t
I-35 NB @ US 30 South,12/31/16,11,2,68.5375,50,1.75,1,1t
I-35 NB @ US 30 South,12/31/16,11,2,68.5375,50,1.75,1,1t
I-35 NB @ US 30 South,12/31/16,12,1,71.11008,67,1.7894737,1,1t
I-35 NB @ US 30 South,12/31/16,13,0,71.145836,72,1.6521739,1,1t
I-35 NB @ US 30 South,12/31/16,14,10,70.56144,59,1.7058823,1,1t
I-35 NB @ US 30 South,12/31/16,16,9,68.62288,59,1.5294118,1,1t
I-35 NB @ US 30 South,12/31/16,16,9,68.62288,59,1.5294118,1,1t
I-35 NB @ US 30 South,12/31/16,17,8,65.88393,70,1.8947369,1,1t
I-35 NB @ US 30 South,12/31/16,18,7,66.91964,56,1.6875,1,1t
I-35 NB @ US 30 South,12/31/16,19,11,67.003204,39,1.2941177,1,1t
I-35 NB @ US 30 South,12/31/16,19,6,66.26603,39,1.2,1,1t
I-35 NB @ US 30 South,12/31/16,20,8,64.67673,29,0.8,1,1t
I-35 NB @ US 30 South,12/31/16,21,7,69.13194,36,0.9375,1,1t
I-35 NB @ US 30 South,12/31/16,22,11,68.72024,21,0.53333336,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,7,82.17673,87,2.5384614,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,5,82.30378,86,2.9047618,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,6,80.86397,68,2.2857144,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,11,77.56696,56,2.4210527,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,7,81.6369,21,0.8125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,8,84.43359,32,1.9333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,9,73.39286,7,0.85714287,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,10,74.81618,17,0.625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,0,76.53409,11,0.4,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,1,73.88393,14,0.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,2,77.481064,33,1.6470588,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,6,80.720665,98,3.2173913,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,10,81.867645,85,2.7826087,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,5,79.21875,100,3.7272727,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,4,78.995094,102,3.3636363,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,3,82.80974,113,3.6086957,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,2,83.18359,96,3.35,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,1,82.52525,99,3.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,0,82.66753,97,2.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,11,80.98852,98,2.7916667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,9,82.03804,46,3.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,9,84.50893,28,1,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,8,81.22159,22,0.6666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,7,78.0921,19,1.1333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,6,72.57353,17,1.0625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,10,68.03571,14,1.4,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,5,66.52344,16,1.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,1,78.068184,22,1.2666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,0,73.65385,13,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,11,74.19643,14,0.8125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,9,74.453125,8,0.33333334,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,8,77.666664,15,0.5,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,7,80.09375,20,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,6,81.59091,33,1.25,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,10,79.59507,71,2.3913043,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,5,80.04464,56,2.35,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,4,81.2171,76,2.85,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,7,77.89474,19,0.8125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,8,82.88461,39,1.2222222,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,9,80.28226,31,0.9444444,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,8,82.31481,27,3,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,9,80.77586,58,1.9047619,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,10,83.960335,104,3.2608695,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,0,84.563805,96,2.4,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,1,81.88244,84,2.6363637,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,2,83.68304,84,2.5833333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,3,82.760414,96,2.9565217,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,4,81.62219,89,2.9545455,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,5,81.28156,99,3.45,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,3,81.64179,67,2.8888888,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,4,79.08244,47,1.6842105,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,5,79.73214,35,1.4117647,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,6,77.0625,20,0.875,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,4,70.416664,12,0.93333334,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,3,69.77273,11,0.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,2,75.25,10,0.6666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,1,74.97024,21,0.9411765,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,0,75.925,25,1.1333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,11,74.62838,37,2.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,0,83.59167,75,2.4285715,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,11,80.215515,87,3.090909,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,9,84.85526,95,3,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,8,81.464645,99,2.88,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,7,84.235435,103,3.3043478,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,6,83.36875,100,2.909091,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,10,82.28494,93,2.7083333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,5,83.59708,94,3,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,4,83.23042,83,2.4545455,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,3,81.07422,64,2.1,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,10,82.5625,60,2.3157895,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,5,82.34012,43,1.875,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,4,82.08984,32,0.88235295,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,3,87.00893,28,0.9375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,2,80.225,25,0.93333334,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,3,80.16304,23,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,4,81.53226,31,1.1875,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,5,83.35,50,1.882353,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,6,84.0625,44,1.7058823,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,11,75.132576,33,1.7058823,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,7,80,7,0.53333336,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,8,73.24219,16,0.875,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,9,70.056816,11,0.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,10,70.625,13,0.8125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,0,77.14844,32,1.7333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,11,81.29464,56,1.8571428,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,4,80.3125,68,2.5,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,5,80.23333,75,2.7142856,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,6,79.64015,99,3.1304348,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,11,79.010925,103,3.5714285,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,7,83.125,83,2.0769231,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,8,83.47957,104,2.88,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,9,82.5,108,3.1304348,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,10,83.40851,97,2.6956522,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,0,81.06399,84,2.7727273,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,1,82.950584,86,2.7272727,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,10,81.07887,84,2.6,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,0,81.31944,36,1.5625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,1,80.295135,36,1.2777778,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,2,72.21154,13,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,3,76.42857,14,0.8666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,4,72.8125,12,0.625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,5,66.5625,6,0.46666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,6,74.67105,19,1.125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,11,61.875,11,0.8666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,7,77.09821,14,0.6,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,8,80.39773,11,0.6666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,4,81.49554,28,1.1875,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,5,82.375,30,1.0666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,10,85.08929,21,0.6666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,6,79.76103,34,1.2941177,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,7,83.30529,52,1.9411764,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,1,78.68056,36,1.2777778,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,2,81.70956,34,1.375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,3,81.6875,40,1.5882353,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,4,84.4494,42,1.4117647,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,2,81.28378,74,2.85,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,3,85.078125,88,2.7142856,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,4,80.6982,111,3.56,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,5,84.04279,111,3.3636363,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,6,80.70995,103,3.08,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,11,83.61178,104,3.125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,7,78.69201,97,3.1363637,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,8,82.14844,96,2.9130435,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,9,84.26578,103,2.88,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,10,78.49219,80,2.375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,9,79.834335,83,2.6818182,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,10,77.22384,43,1.882353,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,0,71.68269,13,0.4375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,1,73.68056,9,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,2,76.47727,11,0.8666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,3,71.09375,4,0.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,4,68.97727,11,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,5,77.458336,15,0.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,6,78.57143,21,0.9375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,11,70.55556,9,0.5625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,5,82.18238,61,2.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,10,84.4375,60,1.95,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,6,81.21287,101,3.5,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,7,81.001274,98,3.4285715,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,8,80.9019,79,2.55,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,9,84.833336,90,3.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,11,82.34568,81,3.0526316,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,0,81.20753,103,3.2380953,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,1,81.78472,90,3.4210527,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,2,82.126526,82,2.6363637,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,11,81.03472,90,3.2272727,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,0,79.163605,68,2.6190476,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,1,81.9898,49,2.3529413,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,2,78.5,30,1.1764706,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,3,75.22059,17,0.6,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,4,72.22222,18,1.117647,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,5,71.708336,15,1.0666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,10,71.420456,11,1.125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,6,69.9375,10,0.46666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,7,70.40179,14,1,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,8,80.795456,11,0.46666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,0,9,78.625,30,1.3888888,1,1t
I-35 NB @ NE 126th Ave,12/31/16,1,9,74.73214,14,1.2,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,8,74.010414,12,0.53333336,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,7,69.829544,11,1.2142857,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,11,71.80556,9,0.33333334,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,6,65.9375,4,0.06666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,5,73.125,14,0.8666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,4,76.47177,31,1.2941177,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,3,82.16797,32,1.1764706,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,2,80.50532,47,1.7777778,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,1,80.158585,67,2.173913,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,3,82.10526,76,2.7619047,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,2,82.98678,104,3.2272727,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,1,82.332924,101,3.45,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,0,82.791664,105,3.3913043,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,10,82.48724,98,2.64,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,9,82.26491,109,3.2608695,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,8,81.42663,92,3.5263157,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,7,83.40278,72,2.5789473,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,11,78.20175,57,1.95,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,6,81.93287,54,1.8235294,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,8,81.594826,58,2.0588236,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,7,82.622284,46,1.882353,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,11,83.895836,30,1.125,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,6,82.56579,38,1.5294118,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,5,80.68359,32,1.4,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,6,81.625,25,0.73333335,1,1t
I-35 NB @ NE 126th Ave,12/31/16,22,7,81.95076,33,1.2352941,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,8,80.35156,32,1.0666667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,9,79.193184,55,2.0555556,1,1t
I-35 NB @ NE 126th Ave,12/31/16,19,7,83.24219,32,1.5,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,8,82.76677,82,2.6363637,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,9,80.02976,84,3.2222223,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,11,83.84615,104,2.9166667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,0,81.74716,132,3.8846154,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,1,82.82407,81,2.4545455,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,2,80.93483,117,3.1851852,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,3,79.97106,108,3.5416667,1,1t
I-35 NB @ NE 126th Ave,12/31/16,10,4,82.38194,90,3,1,1t
I-35 NB @ NE 126th Ave,12/31/16,9,2,80.90909,66,2.3333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,8,3,80.464745,39,1.625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,7,4,82.33173,26,0.9375,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,5,73.181816,22,1,1,1t
I-35 NB @ NE 126th Ave,12/31/16,6,10,78.9881,21,0.8,1,1t
I-35 NB @ NE 126th Ave,12/31/16,5,6,75.791664,15,0.4,1,1t
I-35 NB @ NE 126th Ave,12/31/16,4,7,66.59722,9,0.6,1,1t
I-35 NB @ NE 126th Ave,12/31/16,3,8,67.6875,10,0.53333336,1,1t
I-35 NB @ NE 126th Ave,12/31/16,2,9,71.145836,12,1,1,1t
I-35 NB @ NE 126th Ave,12/31/16,23,9,82.46875,20,0.6,1,1t
I-35 NB @ NE 126th Ave,12/31/16,21,10,80.333336,30,1.0625,1,1t
I-35 NB @ NE 126th Ave,12/31/16,20,0,81.25,48,1.9411764,1,1t
I-35 NB @ NE 126th Ave,12/31/16,18,10,80.349266,68,2.5263157,1,1t
I-35 NB @ NE 126th Ave,12/31/16,17,0,82.59831,89,2.4583333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,16,1,82.88164,113,3,1,1t
I-35 NB @ NE 126th Ave,12/31/16,15,2,81.73939,106,3.5217392,1,1t
I-35 NB @ NE 126th Ave,12/31/16,14,3,82.24299,107,2.96,1,1t
I-35 NB @ NE 126th Ave,12/31/16,13,4,83.141304,115,3.3846154,1,1t
I-35 NB @ NE 126th Ave,12/31/16,12,5,79.86294,114,3.9545455,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,6,83.11957,115,3.3333333,1,1t
I-35 NB @ NE 126th Ave,12/31/16,11,11,81.58654,91,2.909091,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,10,1,78.86806,90,3.1,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,8,0,78.42803,33,1.1764706,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,7,1,81.25,32,1.1875,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,6,2,78.5625,20,1.0588236,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,5,3,71.458336,15,0.93333334,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,4,4,72.93269,13,0.73333335,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,3,5,72,5,0.26666668,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,2,6,65.138885,18,1,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,2,11,63.60577,13,1,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,1,7,69.76974,19,0.875,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,0,8,75.69853,17,0.8666667,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,1,9,74.02778,9,0.53333336,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,2,8,73.541664,9,0.46666667,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,3,7,69.08654,13,1.0714285,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,4,11,66.5625,12,0.625,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,4,6,64.5,5,0.2,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,5,5,67.74306,18,0.93333334,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,6,4,75.94907,27,1.0555556,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,7,3,76.81641,32,1.1875,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,8,2,79.83607,61,2.7058823,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,9,1,79.583336,69,2.8421052,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,10,3,80.440704,78,2.9,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,11,2,81.20753,103,3.173913,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,12,1,81.955444,101,3.35,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,13,0,81.460396,101,2.9166667,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,14,10,81.4823,113,3.0416667,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,16,9,81.15162,108,3,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,17,8,80.00631,99,3.142857,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,18,7,81.44118,85,2.8421052,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,19,11,80.6808,56,2.2941177,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,19,6,81.189514,62,2.1052632,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,20,8,80.58594,64,2.2,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,21,7,77.283165,49,1.7777778,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,22,11,78.42803,33,1.1875,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,22,6,83.371216,33,1.1875,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,23,5,79.46429,28,1.125,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,0,7,74.375,25,1.1333333,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,1,6,67.65625,12,0.73333335,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,2,10,68.125,12,0.93333334,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,2,5,61.145832,18,1.5,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,3,4,66.375,10,0.8,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,4,3,71.25,11,0.6666667,1,1t
I-35 NB @ NE 142nd Ave,12/31/16,5,2,71.666664,12,0.5,1,1t
